timestamp,usia,status_income,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_w1,income_w2,income_w3,income_w4,peak_week,app_helpful_score,respondent_id,timestamp_parsed,survey_date,gig_type,domisili_code,src_gojek,src_grab,src_shopeefood,src_maxim,src_marketplace,src_sosmed,src_wa_langsung,src_freelance_web,ramai_awal_bulan,ramai_akhir_bulan,ramai_weekend,ramai_ramadan,ramai_natal,ramai_harbolnas,ramai_promo_app,ramai_cuaca_bagus,fluk_jumlah_pesanan,fluk_jam_kerja,fluk_cuaca,fluk_weekend,fluk_ramadan,fluk_gajian,fluk_promo_app,fluk_rating,fluk_kondisi_fisik,fitur_perkiraan,fitur_pengingat_turun,fitur_saran_pengeluaran,fitur_saran_nabung,fitur_ringkasan,fitur_tips_uang,total_jam_seminggu,experience_months_log,avg_weekly_income,monthly_income,income_std_4w,income_cv_4w,income_range_4w,pref_payday,pref_awal_bulan,pref_weekend,pref_ramadan_lebaran,pref_natal_tahun_baru,pref_harbolnas,pref_promo_aplikasi,income_w1_period_end,income_w1_period_start,income_w1_month,income_w1_year,income_w1_week_of_month,income_w1_iso_week,income_w2_period_end,income_w2_period_start,income_w2_month,income_w2_year,income_w2_week_of_month,income_w2_iso_week,income_w3_period_end,income_w3_period_start,income_w3_month,income_w3_year,income_w3_week_of_month,income_w3_iso_week,income_w4_period_end,income_w4_period_start,income_w4_month,income_w4_year,income_w4_week_of_month,income_w4_iso_week
5/16/2026 10:59:17,29,2,18,7,6,80000,80000,60000,80000,3,5,R0010,2026-05-16 10:59:17,2026-05-16,content_creator,kalimantan,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,42,2.9444389791664403,75000.0,300000,10000.0,0.1333333333333333,20000,0,0,0,0,0,1,0,2026-05-15 10:59:17,2026-05-09 10:59:17,5,2026,3,20,2026-05-08 10:59:17,2026-05-02 10:59:17,5,2026,2,19,2026-05-01 10:59:17,2026-04-25 10:59:17,5,2026,1,18,2026-04-24 10:59:17,2026-04-18 10:59:17,4,2026,4,17
5/16/2026 10:59:29,19,2,5,5,7,195000,150000,190000,230000,3,4,R0011,2026-05-16 10:59:29,2026-05-16,jualan_online,bandung,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,35,1.791759469228055,191250.0,765000,32755.40667838924,0.1712701002791594,80000,1,0,0,0,0,0,0,2026-05-15 10:59:29,2026-05-09 10:59:29,5,2026,3,20,2026-05-08 10:59:29,2026-05-02 10:59:29,5,2026,2,19,2026-05-01 10:59:29,2026-04-25 10:59:29,5,2026,1,18,2026-04-24 10:59:29,2026-04-18 10:59:29,4,2026,4,17
5/16/2026 11:01:13,20,2,12,7,8,510000,495000,325000,505000,2,5,R0012,2026-05-16 11:01:13,2026-05-16,pekerja_harian,jateng_yogya,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,56,2.5649493574615367,458750.0,1835000,89384.46919534363,0.1948435295811305,185000,0,0,1,1,0,0,0,2026-05-15 11:01:13,2026-05-09 11:01:13,5,2026,3,20,2026-05-08 11:01:13,2026-05-02 11:01:13,5,2026,2,19,2026-05-01 11:01:13,2026-04-25 11:01:13,5,2026,1,18,2026-04-24 11:01:13,2026-04-18 11:01:13,4,2026,4,17
5/16/2026 11:58:16,28,0,18,4,3,80000,80000,100000,85000,0,4,R0013,2026-05-16 11:58:16,2026-05-16,content_creator,jatim,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,12,2.9444389791664403,86250.0,345000,9464.847243000457,0.1097373593391357,20000,0,0,1,0,0,1,0,2026-05-15 11:58:16,2026-05-09 11:58:16,5,2026,3,20,2026-05-08 11:58:16,2026-05-02 11:58:16,5,2026,2,19,2026-05-01 11:58:16,2026-04-25 11:58:16,5,2026,1,18,2026-04-24 11:58:16,2026-04-18 11:58:16,4,2026,4,17
5/16/2026 12:36:23,27,2,30,5,9,0,680000,735000,765000,3,5,R0014,2026-05-16 12:36:23,2026-05-16,freelance_desain,jateng_yogya,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,45,3.4339872044851463,726666.6666666666,2180000,43108.39052125855,0.0593234731943925,765000,1,1,0,1,0,0,0,2026-05-15 12:36:23,2026-05-09 12:36:23,5,2026,3,20,2026-05-08 12:36:23,2026-05-02 12:36:23,5,2026,2,19,2026-05-01 12:36:23,2026-04-25 12:36:23,5,2026,1,18,2026-04-24 12:36:23,2026-04-18 12:36:23,4,2026,4,17
5/16/2026 13:10:40,24,1,3,5,5,615000,705000,775000,620000,1,5,R0015,2026-05-16 13:10:40,2026-05-16,jualan_online,bandung,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,25,1.3862943611198906,678750.0,2715000,76308.0380213426,0.1124243654089762,160000,0,0,0,0,0,1,0,2026-05-15 13:10:40,2026-05-09 13:10:40,5,2026,3,20,2026-05-08 13:10:40,2026-05-02 13:10:40,5,2026,2,19,2026-05-01 13:10:40,2026-04-25 13:10:40,5,2026,1,18,2026-04-24 13:10:40,2026-04-18 13:10:40,4,2026,4,17
5/16/2026 13:58:55,24,2,24,6,12,460000,400000,460000,525000,2,3,R0016,2026-05-16 13:58:55,2026-05-16,kurir,jabodetabek,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,72,3.218875824868201,461250.0,1845000,51051.44464165534,0.1106806387894966,125000,1,0,1,0,0,0,1,2026-05-15 13:58:55,2026-05-09 13:58:55,5,2026,3,20,2026-05-08 13:58:55,2026-05-02 13:58:55,5,2026,2,19,2026-05-01 13:58:55,2026-04-25 13:58:55,5,2026,1,18,2026-04-24 13:58:55,2026-04-18 13:58:55,4,2026,4,17
5/16/2026 14:18:41,29,1,8,5,6,375000,425000,0,305000,0,5,R0017,2026-05-16 14:18:41,2026-05-16,pekerja_harian,jabodetabek,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,30,2.19722457733622,368333.3333333333,1105000,60277.13773341708,0.1636483377377839,425000,0,0,0,0,0,0,1,2026-05-15 14:18:41,2026-05-09 14:18:41,5,2026,3,20,2026-05-08 14:18:41,2026-05-02 14:18:41,5,2026,2,19,2026-05-01 14:18:41,2026-04-25 14:18:41,5,2026,1,18,2026-04-24 14:18:41,2026-04-18 14:18:41,4,2026,4,17
5/16/2026 14:27:52,23,1,3,4,5,635000,655000,760000,545000,1,5,R0018,2026-05-16 14:27:52,2026-05-16,freelance_it,sulawesi,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,20,1.3862943611198906,648750.0,2595000,88258.61619883541,0.1360441097477231,215000,1,1,0,1,0,0,1,2026-05-15 14:27:52,2026-05-09 14:27:52,5,2026,3,20,2026-05-08 14:27:52,2026-05-02 14:27:52,5,2026,2,19,2026-05-01 14:27:52,2026-04-25 14:27:52,5,2026,1,18,2026-04-24 14:27:52,2026-04-18 14:27:52,4,2026,4,17
5/16/2026 14:47:11,23,0,8,3,1,220000,360000,360000,290000,4,3,R0019,2026-05-16 14:47:11,2026-05-16,pekerja_harian,jabar_lainnya,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,3,2.19722457733622,307500.0,1230000,67019.89754294367,0.217950886318516,140000,0,0,1,1,0,0,0,2026-05-15 14:47:11,2026-05-09 14:47:11,5,2026,3,20,2026-05-08 14:47:11,2026-05-02 14:47:11,5,2026,2,19,2026-05-01 14:47:11,2026-04-25 14:47:11,5,2026,1,18,2026-04-24 14:47:11,2026-04-18 14:47:11,4,2026,4,17
5/16/2026 15:11:54,37,0,24,1,3,135000,130000,190000,150000,0,4,R0020,2026-05-16 15:11:54,2026-05-16,pekerja_harian,jabodetabek,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,3,3.218875824868201,151250.0,605000,27195.28145346787,0.1798035137419363,60000,0,0,0,1,0,0,0,2026-05-15 15:11:54,2026-05-09 15:11:54,5,2026,3,20,2026-05-08 15:11:54,2026-05-02 15:11:54,5,2026,2,19,2026-05-01 15:11:54,2026-04-25 15:11:54,5,2026,1,18,2026-04-24 15:11:54,2026-04-18 15:11:54,4,2026,4,17
5/16/2026 15:35:36,22,0,18,4,4,430000,590000,440000,545000,0,4,R0021,2026-05-16 15:35:36,2026-05-16,freelance_it,jabodetabek,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,16,2.9444389791664403,501250.0,2005000,78779.75628294365,0.157166596075698,160000,1,0,1,0,0,1,0,2026-05-15 15:35:36,2026-05-09 15:35:36,5,2026,3,20,2026-05-08 15:35:36,2026-05-02 15:35:36,5,2026,2,19,2026-05-01 15:35:36,2026-04-25 15:35:36,5,2026,1,18,2026-04-24 15:35:36,2026-04-18 15:35:36,4,2026,4,17
5/16/2026 16:39:02,23,1,2,3,4,125000,95000,100000,120000,2,5,R0022,2026-05-16 16:39:02,2026-05-16,freelance_desain,sumatera,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,12,1.0986122886681096,110000.0,440000,14719.601443879745,0.1338145585807249,30000,1,1,0,0,0,0,1,2026-05-15 16:39:02,2026-05-09 16:39:02,5,2026,3,20,2026-05-08 16:39:02,2026-05-02 16:39:02,5,2026,2,19,2026-05-01 16:39:02,2026-04-25 16:39:02,5,2026,1,18,2026-04-24 16:39:02,2026-04-18 16:39:02,4,2026,4,17
5/16/2026 19:33:14,18,1,6,4,3,750000,820000,665000,535000,1,4,R0023,2026-05-16 19:33:14,2026-05-16,freelance_desain,jabodetabek,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,12,1.9459101490553128,692500.0,2770000,122644.47262990152,0.1771039315955256,285000,0,0,1,0,0,0,0,2026-05-15 19:33:14,2026-05-09 19:33:14,5,2026,3,20,2026-05-08 19:33:14,2026-05-02 19:33:14,5,2026,2,19,2026-05-01 19:33:14,2026-04-25 19:33:14,5,2026,1,18,2026-04-24 19:33:14,2026-04-18 19:33:14,4,2026,4,17
5/16/2026 21:51:26,22,1,4,3,4,0,505000,600000,665000,2,3,R0024,2026-05-16 21:51:26,2026-05-16,pekerja_harian,jabodetabek,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,12,1.6094379124341005,590000.0,1770000,80467.3846971554,0.1363853977917888,665000,1,0,0,1,0,0,0,2026-05-15 21:51:26,2026-05-09 21:51:26,5,2026,3,20,2026-05-08 21:51:26,2026-05-02 21:51:26,5,2026,2,19,2026-05-01 21:51:26,2026-04-25 21:51:26,5,2026,1,18,2026-04-24 21:51:26,2026-04-18 21:51:26,4,2026,4,17
5/16/2026 21:55:57,42,2,48,7,7,150000,190000,210000,225000,0,3,R0025,2026-05-16 21:55:57,2026-05-16,freelance_desain,bali_ntt,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,49,3.8918202981106265,193750.0,775000,32500.0,0.1677419354838709,75000,1,0,0,0,0,0,0,2026-05-15 21:55:57,2026-05-09 21:55:57,5,2026,3,20,2026-05-08 21:55:57,2026-05-02 21:55:57,5,2026,2,19,2026-05-01 21:55:57,2026-04-25 21:55:57,5,2026,1,18,2026-04-24 21:55:57,2026-04-18 21:55:57,4,2026,4,17
5/16/2026 22:47:00,25,0,10,1,4,290000,255000,305000,245000,2,3,R0026,2026-05-16 22:47:00,2026-05-16,freelance_it,bali_ntt,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,2.3978952727983707,273750.0,1095000,28394.54172900137,0.1037243533479502,60000,1,0,1,1,0,0,0,2026-05-15 22:47:00,2026-05-09 22:47:00,5,2026,3,20,2026-05-08 22:47:00,2026-05-02 22:47:00,5,2026,2,19,2026-05-01 22:47:00,2026-04-25 22:47:00,5,2026,1,18,2026-04-24 22:47:00,2026-04-18 22:47:00,4,2026,4,17
5/16/2026 23:14:01,21,0,14,3,4,285000,195000,285000,305000,3,5,R0027,2026-05-16 23:14:01,2026-05-16,content_creator,jabar_lainnya,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,12,2.70805020110221,267500.0,1070000,49244.28900898052,0.184090800033572,110000,0,0,1,0,0,0,0,2026-05-15 23:14:01,2026-05-09 23:14:01,5,2026,3,20,2026-05-08 23:14:01,2026-05-02 23:14:01,5,2026,2,19,2026-05-01 23:14:01,2026-04-25 23:14:01,5,2026,1,18,2026-04-24 23:14:01,2026-04-18 23:14:01,4,2026,4,17
5/16/2026 23:30:43,19,1,30,5,6,435000,515000,445000,555000,2,3,R0028,2026-05-16 23:30:43,2026-05-16,freelance_desain,bandung,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,30,3.4339872044851463,487500.0,1950000,57373.04826019502,0.1176883041234769,120000,0,0,1,0,0,0,0,2026-05-15 23:30:43,2026-05-09 23:30:43,5,2026,3,20,2026-05-08 23:30:43,2026-05-02 23:30:43,5,2026,2,19,2026-05-01 23:30:43,2026-04-25 23:30:43,5,2026,1,18,2026-04-24 23:30:43,2026-04-18 23:30:43,4,2026,4,17
5/16/2026 23:42:42,32,0,8,4,3,355000,430000,520000,440000,3,4,R0029,2026-05-16 23:42:42,2026-05-16,freelance_it,jabar_lainnya,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,12,2.19722457733622,436250.0,1745000,67500.0,0.154727793696275,165000,1,1,0,1,0,0,0,2026-05-15 23:42:42,2026-05-09 23:42:42,5,2026,3,20,2026-05-08 23:42:42,2026-05-02 23:42:42,5,2026,2,19,2026-05-01 23:42:42,2026-04-25 23:42:42,5,2026,1,18,2026-04-24 23:42:42,2026-04-18 23:42:42,4,2026,4,17
05/17/2026 16:58:36,19,1,5,4,6,525000,0,520000,585000,0,4,R0030,2026-05-17 16:58:36,2026-05-17,freelance_desain,bali_ntt,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,24,1.791759469228055,543333.3333333334,1630000,36170.89069035117,0.066572191454634,585000,1,1,1,0,0,0,0,2026-05-16 16:58:36,2026-05-10 16:58:36,5,2026,3,20,2026-05-09 16:58:36,2026-05-03 16:58:36,5,2026,2,19,2026-05-02 16:58:36,2026-04-26 16:58:36,5,2026,1,18,2026-04-25 16:58:36,2026-04-19 16:58:36,4,2026,4,17
05/17/2026 18:56:45,18,0,12,3,3,350000,360000,275000,320000,4,2,R0031,2026-05-17 18:56:45,2026-05-17,freelance_desain,jabodetabek,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,9,2.5649493574615367,326250.0,1305000,38160.84380618437,0.1169681036204884,85000,1,0,0,0,0,1,0,2026-05-16 18:56:45,2026-05-10 18:56:45,5,2026,3,20,2026-05-09 18:56:45,2026-05-03 18:56:45,5,2026,2,19,2026-05-02 18:56:45,2026-04-26 18:56:45,5,2026,1,18,2026-04-25 18:56:45,2026-04-19 18:56:45,4,2026,4,17
05/17/2026 07:20:13,21,1,2,3,4,835000,635000,600000,630000,2,5,R0032,2026-05-17 07:20:13,2026-05-17,freelance_it,jabodetabek,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,12,1.0986122886681096,675000.0,2700000,107780.64142816496,0.1596750243380221,235000,0,0,0,0,0,0,0,2026-05-16 07:20:13,2026-05-10 07:20:13,5,2026,3,20,2026-05-09 07:20:13,2026-05-03 07:20:13,5,2026,2,19,2026-05-02 07:20:13,2026-04-26 07:20:13,5,2026,1,18,2026-04-25 07:20:13,2026-04-19 07:20:13,4,2026,4,17
05/17/2026 23:41:31,17,2,14,4,6,960000,695000,800000,765000,0,3,R0033,2026-05-17 23:41:31,2026-05-17,freelance_desain,bandung,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,24,2.70805020110221,805000.0,3220000,112175.45780309229,0.13934839478645,265000,0,0,0,0,0,0,0,2026-05-16 23:41:31,2026-05-10 23:41:31,5,2026,3,20,2026-05-09 23:41:31,2026-05-03 23:41:31,5,2026,2,19,2026-05-02 23:41:31,2026-04-26 23:41:31,5,2026,1,18,2026-04-25 23:41:31,2026-04-19 23:41:31,4,2026,4,17
05/17/2026 20:25:56,21,0,8,3,4,310000,300000,320000,400000,2,5,R0034,2026-05-17 20:25:56,2026-05-17,jualan_online,bandung,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,12,2.19722457733622,332500.0,1330000,45734.74244670748,0.1375480975840826,100000,1,0,0,0,0,0,0,2026-05-16 20:25:56,2026-05-10 20:25:56,5,2026,3,20,2026-05-09 20:25:56,2026-05-03 20:25:56,5,2026,2,19,2026-05-02 20:25:56,2026-04-26 20:25:56,5,2026,1,18,2026-04-25 20:25:56,2026-04-19 20:25:56,4,2026,4,17
05/17/2026 10:58:41,29,1,30,5,3,145000,150000,115000,155000,4,5,R0035,2026-05-17 10:58:41,2026-05-17,content_creator,jateng_yogya,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,15,3.4339872044851463,141250.0,565000,17969.88221070652,0.1272204050315505,40000,1,1,0,0,0,1,0,2026-05-16 10:58:41,2026-05-10 10:58:41,5,2026,3,20,2026-05-09 10:58:41,2026-05-03 10:58:41,5,2026,2,19,2026-05-02 10:58:41,2026-04-26 10:58:41,5,2026,1,18,2026-04-25 10:58:41,2026-04-19 10:58:41,4,2026,4,17
05/17/2026 09:29:09,18,1,6,5,4,680000,490000,675000,630000,1,2,R0036,2026-05-17 09:29:09,2026-05-17,tutor,bandung,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,20,1.9459101490553128,618750.0,2475000,88729.45771651412,0.1434011437842652,190000,0,0,1,0,1,0,1,2026-05-16 09:29:09,2026-05-10 09:29:09,5,2026,3,20,2026-05-09 09:29:09,2026-05-03 09:29:09,5,2026,2,19,2026-05-02 09:29:09,2026-04-26 09:29:09,5,2026,1,18,2026-04-25 09:29:09,2026-04-19 09:29:09,4,2026,4,17
