user_id,gig_type,age,is_main_income,tenure_months,days_per_week,hours_per_day,income_week1,income_week2,income_week3,income_week4,target_income,peak_week,data_source,gig_type_encoded,rolling_mean_4w,rolling_std_4w,income_volatility,income_growth_1w,income_trend_slope,weekly_work_hours,income_per_hour,is_payday_week,lag_1w,lag_2w,lag_3w,lag_4w,recent_vs_avg
REAL_0045,pekerja_harian,45,2,47,7,7,500000,680000,335000,385000,500000,1,survey,5,475000.0,153133.92831113553,0.3224,-0.2647,69000.0,49,9500.0,1,500000,680000,335000,385000,1.0526
REAL_0046,seller_online,29,1,35,6,6,440000,475000,420000,495000,440000,2,survey,6,457500.0,33788.55822118882,0.0739,-0.0737,-11000.0,36,12365.0,0,440000,475000,420000,495000,0.9617
REAL_0047,pekerja_harian,30,2,21,6,9,370000,420000,370000,665000,370000,1,survey,5,456250.0,141148.56239674092,0.3094,-0.119,-83500.0,54,8295.0,1,370000,420000,370000,665000,0.811
REAL_0048,freelance_creative,22,1,9,4,6,30000,220000,160000,145000,30000,1,survey,2,138750.0,79411.90087134295,0.5723,-0.8636,-28500.0,24,5550.0,1,30000,220000,160000,145000,0.2162
REAL_0049,pekerja_harian,35,2,38,5,9,65000,390000,525000,440000,65000,0,survey,5,355000.0,201204.7050477034,0.5668,-0.8333,-126000.0,45,7717.0,0,65000,390000,525000,440000,0.1831
REAL_0050,driver_online,30,2,15,4,9,340000,365000,260000,55000,340000,1,survey,1,255000.0,140653.23790561428,0.5516,-0.0685,96000.0,36,6892.0,1,340000,365000,260000,55000,1.3333
REAL_0051,pekerja_harian,28,2,4,7,9,170000,525000,710000,795000,170000,4,survey,5,550000.0,277278.44008024374,0.5041,-0.6762,-206000.0,63,8594.0,1,170000,525000,710000,795000,0.3091
REAL_0052,pekerja_harian,40,2,16,5,7,620000,430000,245000,735000,620000,0,survey,5,507500.0,215503.28690455435,0.4246,0.4419,-16000.0,35,14097.0,0,620000,430000,245000,735000,1.2217
REAL_0053,tutor,25,0,12,3,4,90000,95000,55000,105000,90000,1,survey,7,86250.0,21746.64725116648,0.2521,-0.0526,-500.0,12,6635.0,1,90000,95000,55000,105000,1.0435
REAL_0054,freelance_creative,23,2,10,5,7,235000,585000,445000,325000,235000,4,survey,2,397500.0,151739.90905493518,0.3817,-0.5983,-13000.0,35,11042.0,1,235000,585000,445000,325000,0.5912
REAL_0055,freelance_creative,26,2,21,3,5,200000,195000,250000,275000,200000,1,survey,2,230000.0,38944.40481849307,0.1693,0.0256,-28000.0,15,14375.0,1,200000,195000,250000,275000,0.8696
REAL_0056,seller_online,24,0,23,7,3,260000,430000,465000,330000,260000,3,survey,6,371250.0,93663.84930519707,0.2523,-0.3953,-24500.0,21,16875.0,0,260000,430000,465000,330000,0.7003
REAL_0057,kurir,33,2,6,5,8,285000,440000,450000,430000,285000,2,survey,4,401250.0,77928.92060504024,0.1942,-0.3523,-44500.0,40,9787.0,0,285000,440000,450000,430000,0.7103
REAL_0058,seller_online,31,0,30,6,6,370000,15000,205000,345000,370000,3,survey,6,233750.0,162909.73983569347,0.6969,23.6651,-11500.0,36,6318.0,0,370000,15000,205000,345000,1.5829
REAL_0059,driver_online,37,2,34,7,10,390000,500000,755000,575000,390000,1,survey,1,555000.0,153460.09253222807,0.2765,-0.22,-81000.0,70,7817.0,1,390000,500000,755000,575000,0.7027
REAL_0060,freelance_it,18,0,24,4,7,145000,220000,295000,270000,145000,4,survey,3,232500.0,66143.78277661477,0.2845,-0.3409,-45000.0,28,8017.0,1,145000,220000,295000,270000,0.6237
REAL_0061,freelance_creative,21,0,10,3,7,255000,140000,25000,175000,255000,4,survey,2,148750.0,95513.96058517658,0.6421,0.8214,35500.0,21,6761.0,1,255000,140000,25000,175000,1.7143
REAL_0062,freelance_creative,22,1,40,3,5,305000,155000,205000,230000,305000,1,survey,2,223750.0,62500.0,0.2793,0.9677,17500.0,15,13984.0,1,305000,155000,205000,230000,1.3631
REAL_0063,kurir,38,2,26,4,10,280000,125000,320000,285000,280000,2,survey,4,252500.0,86842.76980075351,0.3439,1.24,-21000.0,40,6159.0,0,280000,125000,320000,285000,1.1089
REAL_0064,content_creator,23,2,5,3,4,20000,125000,255000,50000,20000,0,survey,0,112500.0,104761.63419878481,0.9312,-0.84,-22000.0,12,8654.0,0,20000,125000,255000,50000,0.1778
REAL_0065,kurir,35,1,9,4,7,430000,320000,255000,255000,430000,4,survey,4,315000.0,82563.10717667223,0.2621,0.3437,59000.0,28,10862.0,1,430000,320000,255000,255000,1.3651
REAL_0066,pekerja_harian,17,1,75,6,7,45000,140000,630000,625000,45000,0,survey,5,360000.0,311314.4176980351,0.8648,-0.6786,-223000.0,42,8372.0,0,45000,140000,630000,625000,0.125
REAL_0067,seller_online,28,0,32,3,3,175000,195000,95000,190000,175000,4,survey,6,163750.0,46614.55423648999,0.2847,-0.1026,5500.0,9,16375.0,1,175000,195000,95000,190000,1.0687
REAL_0068,pekerja_harian,33,0,40,6,8,180000,360000,330000,70000,180000,0,survey,5,235000.0,135277.49258468684,0.5756,-0.5,36000.0,48,4796.0,0,180000,360000,330000,70000,0.766
REAL_0069,pekerja_harian,52,1,43,6,6,595000,215000,305000,325000,595000,1,survey,5,360000.0,163808.83167074152,0.455,1.7674,72000.0,36,9730.0,1,595000,215000,305000,325000,1.6528
REAL_0070,pekerja_harian,31,0,3,7,6,410000,775000,765000,320000,410000,0,survey,5,567500.0,236731.2118556965,0.4171,-0.471,28000.0,42,13198.0,0,410000,775000,765000,320000,0.7225
REAL_0071,tutor,25,0,48,3,5,75000,70000,115000,75000,75000,0,survey,7,83750.0,20966.242709015205,0.2503,0.0714,-4500.0,15,5234.0,0,75000,70000,115000,75000,0.8955
REAL_0072,content_creator,26,0,33,5,3,140000,75000,170000,70000,140000,2,survey,0,113750.0,49223.13141874119,0.4327,0.8667,11500.0,15,7109.0,0,140000,75000,170000,70000,1.2308
REAL_0073,pekerja_harian,39,2,17,4,9,80000,270000,280000,75000,80000,0,survey,5,176250.0,114117.9944910822,0.6475,-0.7037,500.0,36,4764.0,0,80000,270000,280000,75000,0.4539
REAL_0074,freelance_creative,27,1,21,4,6,65000,210000,265000,295000,65000,1,survey,2,208750.0,102092.6866463346,0.4891,-0.6905,-74500.0,24,8350.0,1,65000,210000,265000,295000,0.3114
REAL_0075,driver_online,26,2,43,4,10,460000,290000,605000,345000,460000,0,survey,1,425000.0,139343.69977385653,0.3279,0.5862,3000.0,40,10366.0,0,460000,290000,605000,345000,1.0824
REAL_0076,tutor,20,0,19,5,2,270000,240000,195000,395000,270000,1,survey,7,275000.0,85732.14099741123,0.3118,0.125,-33000.0,10,25000.0,1,270000,240000,195000,395000,0.9818
REAL_0077,driver_online,32,2,45,6,9,705000,845000,115000,645000,705000,0,survey,1,577500.0,319517.86595848855,0.5533,-0.1657,91000.0,54,10500.0,0,705000,845000,115000,645000,1.2208
REAL_0078,pekerja_harian,20,2,43,6,9,505000,40000,315000,750000,505000,4,survey,5,402500.0,300180.5012543842,0.7458,11.6247,-101000.0,54,7318.0,1,505000,40000,315000,750000,1.2547
REAL_0079,pekerja_harian,33,1,20,7,7,250000,495000,255000,500000,250000,0,survey,5,375000.0,141480.26953136138,0.3773,-0.4949,-51000.0,49,7500.0,0,250000,495000,255000,500000,0.6667
REAL_0080,freelance_creative,19,2,24,2,6,25000,225000,260000,235000,25000,4,survey,2,186250.0,108503.07215312692,0.5826,-0.8889,-66500.0,12,14327.0,1,25000,225000,260000,235000,0.1342
REAL_0081,pekerja_harian,45,0,20,6,8,440000,345000,305000,370000,440000,2,survey,5,365000.0,56715.66509057851,0.1554,0.2754,25000.0,48,7449.0,0,440000,345000,305000,370000,1.2055
REAL_0082,freelance_creative,20,2,18,6,6,440000,255000,80000,205000,440000,3,survey,2,245000.0,149387.6389353104,0.6097,0.7255,88000.0,36,6622.0,0,440000,255000,80000,205000,1.7959
REAL_0083,tutor,22,2,21,2,3,115000,220000,115000,155000,115000,0,survey,7,151250.0,49560.56900399752,0.3277,-0.4773,-1500.0,6,21607.0,0,115000,220000,115000,155000,0.7603
REAL_0084,driver_online,41,2,8,7,8,495000,805000,960000,825000,495000,4,survey,1,771250.0,196611.9274103176,0.2549,-0.3851,-114500.0,56,13531.0,1,495000,805000,960000,825000,0.6418
REAL_0085,pekerja_harian,23,2,44,6,8,265000,555000,365000,685000,265000,3,survey,5,467500.0,188392.3211457056,0.403,-0.5225,-107000.0,48,9541.0,0,265000,555000,365000,685000,0.5668
REAL_0086,freelance_it,17,0,32,4,7,655000,880000,25000,485000,655000,1,survey,3,511250.0,362293.0443715419,0.7086,-0.2557,136500.0,28,17629.0,1,655000,880000,25000,485000,1.2812
REAL_0087,driver_online,37,2,41,5,8,715000,715000,710000,650000,715000,1,survey,1,697500.0,31754.264805429415,0.0455,0.0,20000.0,40,17012.0,1,715000,715000,710000,650000,1.0251
REAL_0088,seller_online,30,1,4,5,5,180000,300000,315000,160000,180000,1,survey,6,238750.0,80039.05296791061,0.3352,-0.4,4500.0,25,9183.0,1,180000,300000,315000,160000,0.7539
REAL_0089,seller_online,34,1,3,5,4,365000,325000,320000,150000,365000,1,survey,6,290000.0,95481.23724935002,0.3292,0.1231,65000.0,20,13810.0,1,365000,325000,320000,150000,1.2586
REAL_0090,seller_online,32,2,81,6,4,710000,610000,740000,465000,710000,0,survey,6,631250.0,123987.56658095466,0.1964,0.1639,60500.0,24,25250.0,0,710000,610000,740000,465000,1.1248
REAL_0091,freelance_creative,24,2,12,3,4,275000,170000,185000,270000,275000,4,survey,2,225000.0,55226.80508593631,0.2455,0.6176,0.0,12,17308.0,1,275000,170000,185000,270000,1.2222
REAL_0092,content_creator,20,0,8,3,2,155000,145000,205000,215000,155000,0,survey,0,180000.0,35118.845842842464,0.1951,0.069,-24000.0,6,25714.0,0,155000,145000,205000,215000,0.8611
REAL_0093,driver_online,37,2,10,6,10,690000,830000,420000,500000,690000,4,survey,1,610000.0,185292.56146249728,0.3038,-0.1687,98000.0,60,10000.0,1,690000,830000,420000,500000,1.1311
REAL_0094,seller_online,31,0,6,7,3,5000,290000,210000,180000,5000,3,survey,6,171250.0,120164.81736903415,0.7017,-0.9828,-44500.0,21,7784.0,0,5000,290000,210000,180000,0.0292
REAL_0095,driver_online,30,1,80,5,10,240000,315000,460000,210000,240000,1,survey,1,306250.0,111607.57142774857,0.3644,-0.2381,-5500.0,50,6005.0,1,240000,315000,460000,210000,0.7837
REAL_0096,freelance_it,29,1,35,4,7,720000,835000,535000,510000,720000,4,survey,3,650000.0,154865.53307089777,0.2383,-0.1377,93000.0,28,22414.0,1,720000,835000,535000,510000,1.1077
REAL_0097,driver_online,39,1,43,6,10,560000,955000,365000,850000,560000,0,survey,1,682500.0,269644.8281227239,0.3951,-0.4136,-28000.0,60,11189.0,0,560000,955000,365000,850000,0.8205
REAL_0098,freelance_it,19,0,47,3,4,185000,110000,255000,315000,185000,4,survey,3,216250.0,88541.4215682882,0.4094,0.6818,-53500.0,12,16635.0,1,185000,110000,255000,315000,0.8555
REAL_0099,content_creator,25,1,13,4,6,50000,250000,250000,155000,50000,0,survey,0,176250.0,95339.3063396904,0.5409,-0.8,-31500.0,24,7050.0,0,50000,250000,250000,155000,0.2837
REAL_0100,seller_online,35,2,64,7,6,645000,570000,985000,970000,645000,0,survey,6,792500.0,215889.63229699875,0.2724,0.1316,-139000.0,42,18430.0,0,645000,570000,985000,970000,0.8139
REAL_0101,kurir,38,2,20,7,10,155000,400000,40000,185000,155000,3,survey,4,195000.0,150277.52105133134,0.7707,-0.6125,27000.0,70,2746.0,0,155000,400000,40000,185000,0.7949
REAL_0102,kurir,34,1,5,5,10,230000,320000,590000,355000,230000,2,survey,4,373750.0,153480.45478170828,0.4106,-0.2812,-64500.0,50,7328.0,0,230000,320000,590000,355000,0.6154
REAL_0103,freelance_creative,20,0,22,5,4,220000,235000,155000,5000,220000,0,survey,2,153750.0,105069.42149518733,0.6834,-0.0638,72500.0,20,7321.0,0,220000,235000,155000,5000,1.4309
REAL_0104,pekerja_harian,32,2,38,5,8,555000,345000,535000,445000,555000,0,survey,5,470000.0,96090.23536933049,0.2044,0.6087,14000.0,40,11463.0,0,555000,345000,535000,445000,1.1808
REAL_0105,freelance_creative,24,1,26,4,7,360000,540000,330000,425000,360000,0,survey,2,413750.0,93038.97032964198,0.2249,-0.3333,1500.0,28,14267.0,0,360000,540000,330000,425000,0.8701
REAL_0106,seller_online,29,1,4,6,7,95000,295000,570000,630000,95000,0,survey,6,397500.0,248880.8282424877,0.6261,-0.678,-188000.0,42,9244.0,0,95000,295000,570000,630000,0.239
REAL_0107,driver_online,46,2,23,5,8,415000,290000,640000,475000,415000,2,survey,1,455000.0,145430.39572248986,0.3196,0.431,-53000.0,40,11098.0,0,415000,290000,640000,475000,0.9121
REAL_0108,driver_online,40,1,48,6,9,625000,270000,455000,550000,625000,1,survey,1,475000.0,153351.44820531257,0.3228,1.3148,4000.0,54,8636.0,1,625000,270000,455000,550000,1.3158
REAL_0109,freelance_it,19,0,83,4,4,325000,110000,275000,210000,325000,1,survey,3,230000.0,92826.00210429546,0.4036,1.9545,18000.0,16,13529.0,1,325000,110000,275000,210000,1.413
REAL_0110,content_creator,19,2,47,5,6,180000,210000,260000,215000,180000,0,survey,0,216250.0,33008.83720056393,0.1526,-0.1429,-15500.0,30,6976.0,0,180000,210000,260000,215000,0.8324
REAL_0111,pekerja_harian,36,2,55,5,8,540000,255000,555000,650000,540000,0,survey,5,500000.0,170440.60549059312,0.3409,1.1176,-63000.0,40,12195.0,0,540000,255000,555000,650000,1.08
REAL_0112,driver_online,34,0,45,6,7,75000,440000,30000,205000,75000,3,survey,1,187500.0,183961.04660135705,0.9811,-0.8295,2000.0,42,4360.0,0,75000,440000,30000,205000,0.4
REAL_0113,seller_online,33,2,15,5,6,385000,385000,230000,285000,385000,4,survey,6,321250.0,76960.48769769241,0.2396,0.0,45500.0,30,10363.0,1,385000,385000,230000,285000,1.1984
REAL_0114,tutor,25,2,32,4,4,360000,265000,310000,290000,360000,1,survey,7,306250.0,40285.4398842394,0.1315,0.3585,16500.0,16,18015.0,1,360000,265000,310000,290000,1.1755
REAL_0115,content_creator,22,2,5,4,6,375000,155000,330000,445000,375000,1,survey,0,326250.0,123583.64239116221,0.3788,1.4193,-38500.0,24,13050.0,1,375000,155000,330000,445000,1.1494
REAL_0116,pekerja_harian,26,2,9,6,7,645000,605000,560000,495000,645000,2,survey,5,576250.0,64339.59382319205,0.1117,0.0661,49500.0,42,13401.0,0,645000,605000,560000,495000,1.1193
REAL_0117,freelance_creative,17,0,48,3,3,200000,135000,170000,140000,200000,1,survey,2,161250.0,30103.98644698074,0.1867,0.4815,14500.0,9,16125.0,1,200000,135000,170000,140000,1.2403
REAL_0118,freelance_creative,23,2,21,4,5,300000,470000,205000,355000,300000,0,survey,2,332500.0,110642.065538685,0.3328,-0.3617,10000.0,20,15833.0,0,300000,470000,205000,355000,0.9023
REAL_0119,seller_online,20,2,75,4,4,200000,350000,195000,160000,200000,0,survey,6,226250.0,84397.373576828,0.373,-0.4286,27500.0,16,13309.0,0,200000,350000,195000,160000,0.884
REAL_0120,kurir,29,2,4,6,9,1017300,535000,1006900,465000,1017300,1,survey,4,756050.0,297069.2904581915,0.3929,0.9015,118500.0,54,13746.0,1,1017300,535000,1006900,465000,1.3455
REAL_0121,freelance_creative,23,2,34,2,7,20000,170000,165000,230000,20000,3,survey,2,146250.0,89197.81387455636,0.6099,-0.8823,-62500.0,14,9750.0,0,20000,170000,165000,230000,0.1368
REAL_0122,kurir,36,2,23,6,9,695000,95000,415000,465000,695000,0,survey,4,417500.0,247167.28478232442,0.592,6.3157,37000.0,54,7591.0,0,695000,95000,415000,465000,1.6647
REAL_0123,freelance_creative,18,1,9,5,5,745000,440000,365000,340000,745000,2,survey,2,472500.0,186569.91540260002,0.3949,0.6932,129000.0,25,18173.0,0,745000,440000,365000,340000,1.5767
REAL_0124,seller_online,36,1,3,4,5,90000,380000,20000,225000,90000,0,survey,6,178750.0,158869.70552416006,0.8888,-0.7632,-4500.0,20,8512.0,0,90000,380000,20000,225000,0.5035
REAL_0125,pekerja_harian,41,1,17,6,9,380000,345000,650000,250000,380000,4,survey,5,406250.0,171531.09533453887,0.4222,0.1014,8500.0,54,7386.0,1,380000,345000,650000,250000,0.9354
REAL_0126,seller_online,32,2,42,4,6,445000,90000,235000,265000,445000,0,survey,6,258750.0,145795.23311823333,0.5635,3.9444,39500.0,24,10350.0,0,445000,90000,235000,265000,1.7198
REAL_0127,tutor,26,2,4,4,4,495000,220000,405000,285000,495000,2,survey,7,351250.0,122703.91191808027,0.3493,1.25,44500.0,16,20662.0,0,495000,220000,405000,285000,1.4092
REAL_0128,content_creator,24,1,36,6,6,395000,380000,330000,395000,395000,2,survey,0,375000.0,30822.07001484488,0.0822,0.0395,5000.0,36,10135.0,0,395000,380000,330000,395000,1.0533
REAL_0129,content_creator,36,1,28,2,4,120000,65000,90000,10000,120000,4,survey,0,71250.0,46614.55423648999,0.6542,0.8461,30500.0,8,7917.0,1,120000,65000,90000,10000,1.6842
REAL_0130,pekerja_harian,40,2,25,6,9,90000,380000,125000,530000,90000,1,survey,5,281250.0,210252.8240000595,0.7476,-0.7632,-106500.0,54,5114.0,1,90000,380000,125000,530000,0.32
REAL_0131,seller_online,33,1,21,4,7,290000,430000,300000,485000,290000,1,survey,6,376250.0,96555.25188547056,0.2566,-0.3256,-45500.0,28,12974.0,1,290000,430000,300000,485000,0.7708
REAL_0132,content_creator,20,1,34,2,2,70000,60000,110000,100000,70000,0,survey,0,85000.0,23804.761428476166,0.2801,0.1667,-14000.0,4,17000.0,0,70000,60000,110000,100000,0.8235
REAL_0133,tutor,23,0,12,5,5,30000,430000,210000,300000,30000,1,survey,7,242500.0,168002.97616411443,0.6928,-0.9302,-59000.0,25,9327.0,1,30000,430000,210000,300000,0.1237
REAL_0134,seller_online,45,0,25,7,5,30000,400000,305000,195000,30000,0,survey,6,232500.0,158876.26212454351,0.6833,-0.925,-40000.0,35,6458.0,0,30000,400000,305000,195000,0.129
REAL_0135,driver_online,22,2,30,5,10,360000,845000,770000,550000,360000,0,survey,1,631250.0,219938.4383564334,0.3484,-0.574,-49500.0,50,12377.0,0,360000,845000,770000,550000,0.5703
REAL_0136,seller_online,25,0,19,6,6,815000,370000,305000,295000,815000,4,survey,6,446250.0,248071.730217962,0.5559,1.2027,162500.0,36,12061.0,1,815000,370000,305000,295000,1.8263
