respondent_id,dataset_type,target_idx,weeks_observed,next_week_income,next_week_direction,current_income,lag_1_income,lag_2_income,lag_3_income,has_lag_2,has_lag_3,rolling_mean_income,rolling_std_income,rolling_min_income,rolling_max_income,income_trend_abs,income_trend_pct,previous_direction,is_previous_week_up,is_previous_week_down,is_previous_week_stable,lag_ratio_1_to_mean,volatility_ratio,rolling_cv,rolling_median_income,rolling_last_vs_median_pct,usia,gig_type_enc,domisili_code_enc,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,status_income,peak_week,src_freelance_web,src_gojek,src_grab,src_marketplace,src_maxim,src_shopeefood,src_sosmed,src_wa_langsung,ramai_akhir_bulan,ramai_awal_bulan,ramai_cuaca_bagus,ramai_harbolnas,ramai_natal,ramai_promo_app,ramai_ramadan,ramai_weekend,fluk_cuaca,fluk_gajian,fluk_jam_kerja,fluk_jumlah_pesanan,fluk_kondisi_fisik,fluk_promo_app,fluk_ramadan,fluk_rating,fluk_weekend,pref_awal_bulan,pref_harbolnas,pref_natal_tahun_baru,pref_payday,pref_promo_aplikasi,pref_ramadan_lebaran,pref_weekend,gig_ojek_online,gig_kurir,gig_jualan_online,gig_freelance_desain,gig_freelance_it,gig_content_creator,gig_tutor,gig_pekerja_harian,previous_direction_enc
R0008,real_4w,1,1,225000.0,Down,290000.0,290000.0,0.0,0.0,0,0,290000.0,0.0,290000.0,290000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,290000.0,0.0,37,2,3,1.0986122886681098,4,4,16,175000.0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
R0008,real_4w,2,2,270000.0,Up,225000.0,225000.0,290000.0,0.0,1,0,257500.0,32500.0,225000.0,290000.0,-65000.0,-0.22413793103448276,Down,0,1,0,0.8737864077669902,0.1262135922330097,0.1262135922330097,257500.0,-0.1262135922330097,37,2,3,1.0986122886681098,4,4,16,175000.0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
R0008,real_4w,3,3,275000.0,Stable,270000.0,270000.0,225000.0,290000.0,1,1,261666.66666666666,27182.510717166817,225000.0,290000.0,45000.0,0.2,Up,1,0,0,1.0318471337579618,0.10388220656242096,0.10388220656242096,270000.0,0.0,37,2,3,1.0986122886681098,4,4,16,175000.0,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2
R0009,real_4w,1,1,315000.0,Up,280000.0,280000.0,0.0,0.0,0,0,280000.0,0.0,280000.0,280000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,280000.0,0.0,18,1,8,3.2188758248682006,3,3,9,120000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
R0009,real_4w,2,2,305000.0,Stable,315000.0,315000.0,280000.0,0.0,1,0,297500.0,17500.0,280000.0,315000.0,35000.0,0.125,Up,1,0,0,1.0588235294117647,0.058823529411764705,0.058823529411764705,297500.0,0.058823529411764705,18,1,8,3.2188758248682006,3,3,9,120000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
R0009,real_4w,3,3,210000.0,Down,305000.0,305000.0,315000.0,280000.0,1,1,300000.0,14719.601443879745,280000.0,315000.0,-10000.0,-0.031746031746031744,Stable,0,0,1,1.0166666666666666,0.04906533814626582,0.04906533814626582,305000.0,0.0,18,1,8,3.2188758248682006,3,3,9,120000.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
R0010,real_4w,1,1,60000.0,Down,80000.0,80000.0,0.0,0.0,0,0,80000.0,0.0,80000.0,80000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,80000.0,0.0,29,0,6,2.9444389791664403,7,6,42,122500.0,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
R0010,real_4w,2,2,80000.0,Up,60000.0,60000.0,80000.0,0.0,1,0,70000.0,10000.0,60000.0,80000.0,-20000.0,-0.25,Down,0,1,0,0.8571428571428571,0.14285714285714285,0.14285714285714285,70000.0,-0.14285714285714285,29,0,6,2.9444389791664403,7,6,42,122500.0,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R0010,real_4w,3,3,80000.0,Stable,80000.0,80000.0,60000.0,80000.0,1,1,73333.33333333333,9428.090415820634,60000.0,80000.0,20000.0,0.3333333333333333,Up,1,0,0,1.090909090909091,0.128564869306645,0.128564869306645,80000.0,0.0,29,0,6,2.9444389791664403,7,6,42,122500.0,2,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2
R0011,real_4w,1,1,190000.0,Down,230000.0,230000.0,0.0,0.0,0,0,230000.0,0.0,230000.0,230000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,230000.0,0.0,19,3,1,1.791759469228055,5,7,35,150000.0,2,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
R0011,real_4w,2,2,150000.0,Down,190000.0,190000.0,230000.0,0.0,1,0,210000.0,20000.0,190000.0,230000.0,-40000.0,-0.17391304347826086,Down,0,1,0,0.9047619047619048,0.09523809523809523,0.09523809523809523,210000.0,-0.09523809523809523,19,3,1,1.791759469228055,5,7,35,150000.0,2,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0011,real_4w,3,3,195000.0,Up,150000.0,150000.0,190000.0,230000.0,1,1,190000.0,32659.86323710904,150000.0,230000.0,-40000.0,-0.21052631578947367,Down,0,1,0,0.7894736842105263,0.171894017037416,0.171894017037416,190000.0,-0.21052631578947367,19,3,1,1.791759469228055,5,7,35,150000.0,2,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
R0012,real_4w,1,1,325000.0,Down,505000.0,505000.0,0.0,0.0,0,0,505000.0,0.0,505000.0,505000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,505000.0,0.0,20,6,4,2.5649493574615367,7,8,56,125000.0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
R0012,real_4w,2,2,495000.0,Up,325000.0,325000.0,505000.0,0.0,1,0,415000.0,90000.0,325000.0,505000.0,-180000.0,-0.3564356435643564,Down,0,1,0,0.7831325301204819,0.21686746987951808,0.21686746987951808,415000.0,-0.21686746987951808,20,6,4,2.5649493574615367,7,8,56,125000.0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
R0012,real_4w,3,3,510000.0,Stable,495000.0,495000.0,325000.0,505000.0,1,1,441666.6666666667,82596.74462242579,325000.0,505000.0,170000.0,0.5230769230769231,Up,1,0,0,1.120754716981132,0.18701149725832253,0.18701149725832253,495000.0,0.0,20,6,4,2.5649493574615367,7,8,56,125000.0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
R0013,real_4w,1,1,100000.0,Up,85000.0,85000.0,0.0,0.0,0,0,85000.0,0.0,85000.0,85000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,85000.0,0.0,28,0,5,2.9444389791664403,4,3,12,130000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
R0013,real_4w,2,2,80000.0,Down,100000.0,100000.0,85000.0,0.0,1,0,92500.0,7500.0,85000.0,100000.0,15000.0,0.17647058823529413,Up,1,0,0,1.0810810810810811,0.08108108108108109,0.08108108108108109,92500.0,0.08108108108108109,28,0,5,2.9444389791664403,4,3,12,130000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2
R0013,real_4w,3,3,80000.0,Stable,80000.0,80000.0,100000.0,85000.0,1,1,88333.33333333333,8498.365855987975,80000.0,100000.0,-20000.0,-0.2,Down,0,1,0,0.9056603773584906,0.09620791535080726,0.09620791535080726,85000.0,-0.058823529411764705,28,0,5,2.9444389791664403,4,3,12,130000.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
R0014,real_4w,1,1,735000.0,Stable,765000.0,765000.0,0.0,0.0,0,0,765000.0,0.0,765000.0,765000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,765000.0,0.0,27,1,4,3.4339872044851463,5,9,45,125000.0,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
R0014,real_4w,2,2,680000.0,Stable,735000.0,735000.0,765000.0,0.0,1,0,750000.0,15000.0,735000.0,765000.0,-30000.0,-0.0392156862745098,Stable,0,0,1,0.98,0.02,0.02,750000.0,-0.02,27,1,4,3.4339872044851463,5,9,45,125000.0,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
R0014,real_4w,3,3,0.0,Down,680000.0,680000.0,735000.0,765000.0,1,1,726666.6666666666,35197.853469904796,680000.0,765000.0,-55000.0,-0.07482993197278912,Stable,0,0,1,0.9357798165137615,0.04843741303197908,0.04843741303197908,735000.0,-0.07482993197278912,27,1,4,3.4339872044851463,5,9,45,125000.0,2,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
R0015,real_4w,1,1,775000.0,Up,620000.0,620000.0,0.0,0.0,0,0,620000.0,0.0,620000.0,620000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,620000.0,0.0,24,3,1,1.3862943611198906,5,5,25,150000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
R0015,real_4w,2,2,705000.0,Stable,775000.0,775000.0,620000.0,0.0,1,0,697500.0,77500.0,620000.0,775000.0,155000.0,0.25,Up,1,0,0,1.1111111111111112,0.1111111111111111,0.1111111111111111,697500.0,0.1111111111111111,24,3,1,1.3862943611198906,5,5,25,150000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2
R0015,real_4w,3,3,615000.0,Down,705000.0,705000.0,775000.0,620000.0,1,1,700000.0,63377.177806105145,620000.0,775000.0,-70000.0,-0.09032258064516129,Stable,0,0,1,1.0071428571428571,0.09053882543729307,0.09053882543729307,705000.0,0.0,24,3,1,1.3862943611198906,5,5,25,150000.0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
R0016,real_4w,1,1,460000.0,Down,525000.0,525000.0,0.0,0.0,0,0,525000.0,0.0,525000.0,525000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,525000.0,0.0,24,4,3,3.2188758248682006,6,12,72,175000.0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
R0016,real_4w,2,2,400000.0,Down,460000.0,460000.0,525000.0,0.0,1,0,492500.0,32500.0,460000.0,525000.0,-65000.0,-0.12380952380952381,Down,0,1,0,0.934010152284264,0.06598984771573604,0.06598984771573604,492500.0,-0.06598984771573604,24,4,3,3.2188758248682006,6,12,72,175000.0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
R0016,real_4w,3,3,460000.0,Up,400000.0,400000.0,460000.0,525000.0,1,1,461666.6666666667,51044.642770378516,400000.0,525000.0,-60000.0,-0.13043478260869565,Down,0,1,0,0.8664259927797834,0.11056601322103649,0.11056601322103649,460000.0,-0.13043478260869565,24,4,3,3.2188758248682006,6,12,72,175000.0,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0
R0017,real_4w,1,1,0.0,Down,305000.0,305000.0,0.0,0.0,0,0,305000.0,0.0,305000.0,305000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,305000.0,0.0,29,6,3,2.1972245773362196,5,6,30,175000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
R0017,real_4w,2,2,425000.0,Up,0.0,0.0,305000.0,0.0,1,0,152500.0,152500.0,0.0,305000.0,-305000.0,-1.0,Down,0,1,0,0.0,1.0,1.0,152500.0,-1.0,29,6,3,2.1972245773362196,5,6,30,175000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
R0017,real_4w,3,3,375000.0,Down,425000.0,425000.0,0.0,305000.0,1,1,243333.33333333334,178900.96577591624,0.0,425000.0,425000.0,0.0,Up,1,0,0,1.7465753424657533,0.7352094483941762,0.7352094483941762,305000.0,0.39344262295081966,29,6,3,2.1972245773362196,5,6,30,175000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
R0018,real_4w,1,1,760000.0,Up,545000.0,545000.0,0.0,0.0,0,0,545000.0,0.0,545000.0,545000.0,0.0,0.0,Stable,0,0,1,1.0,0.0,0.0,545000.0,0.0,23,2,7,1.3862943611198906,4,5,20,115000.0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1
