usia,lama_kerja_bulan,hari_kerja_per_minggu,jam_kerja_per_hari,income_utama,income_w1,income_w2,income_w3,income_w4,rolling_mean_4w,rolling_std_4w,rolling_cov_4w,income_trend_w4w1,income_growth_pct,is_payday_week,monthly_income,prev_monthly_income,total_jam_seminggu,income_per_jam_est,income_ratio_w4w1,income_w3_vs_w4,is_income_growing,experience_months_log,seasonal_enc,gig_type_content_creator,gig_type_freelancer_desain,gig_type_freelancer_it,gig_type_jualan_online,gig_type_kurir,gig_type_ojek_online,gig_type_pekerja_harian,gig_type_tutor,region_bali,region_bandung,region_jabodetabek,region_jawa_tengah,region_jawa_timur,region_kalimantan,region_papua,region_sulawesi,region_sumatera,experience_tier_junior,experience_tier_mid,experience_tier_senior
31,42,3,10,0,446440.0,617797.0,769038.0,1089672.0,730736.75,236580.60393592605,0.32375626918438966,643232.0,144.08027954484365,1,2922947.0,2599600.0,30,35150.709677419356,2.440797328202383,0.7057511748937525,1,3.7612001156935624,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
33,47,4,9,2,852217.0,550316.0,373599.0,405050.0,545295.5,189324.12746728823,0.34719547010251917,-447167.0,-52.471025572125406,1,2181182.0,2356118.0,36,10947.297297297297,0.4752891865696336,0.9223505188235556,0,3.8712010109078907,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
34,27,3,8,1,546584.0,450195.0,538413.0,1402665.0,734464.25,387632.6643107976,0.5277760821044695,856081.0,156.6238675116725,1,2937857.0,1774653.0,24,56106.6,2.5662339800762917,0.38384975468144233,1,3.332204510175204,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
29,43,4,11,2,527127.0,644271.0,850410.0,786124.0,701983.0,125514.51897091427,0.17879994098277918,258997.0,49.13370022783884,1,2807932.0,1944537.0,44,17469.422222222223,1.491334173104066,1.0817745269518206,1,3.784189633918261,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
39,160,5,6,2,1248297.0,1585362.0,1446756.0,1841370.0,1530446.25,215813.33087459518,0.14101333573432923,593073.0,47.51056839838596,1,6121785.0,3853011.0,30,59399.032258064515,1.4751045022903184,0.7856950066010597,1,5.081404364984463,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
23,15,3,6,1,478228.0,521326.0,537758.0,558117.0,523857.25,29391.312503654884,0.056105575523971246,79889.0,16.70521174000686,1,2095429.0,1590422.0,18,29374.57894736842,1.1670496770375698,0.9635202591566658,1,2.772588722239781,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
34,38,4,8,0,1222711.0,836130.0,909456.0,896328.0,966156.25,150680.18141476833,0.15595839846274176,-326383.0,-26.69338870755232,1,3864625.0,5161343.0,32,27161.454545454544,0.7330655133833642,1.0146452920746736,0,3.6635616461296463,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
19,5,3,8,1,250971.0,258811.0,350368.0,774230.0,408595.0,214685.76384217935,0.5254243538031041,523259.0,208.49381004179767,1,1634380.0,4655298.0,24,30969.2,3.0849258084567204,0.4525367752001664,1,1.791759469228055,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
48,156,3,4,2,1086561.0,1335141.0,1972516.0,1755334.0,1537388.0,346765.6514989626,0.2255550657992404,668773.0,61.549512636658235,1,6149552.0,6149552.0,12,135025.6923076923,1.6154936395714188,1.123726240290315,1,5.056245805348308,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
25,15,5,4,1,329256.0,601454.0,488362.0,469982.0,472263.5,96702.76274621114,0.20476442229012223,140726.0,42.74060305658819,1,1889054.0,2151918.0,20,22380.095238095237,1.4274016953322177,1.0391056697795453,1,2.772588722239781,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26,43,6,11,0,866817.0,796166.0,751882.0,1419348.0,958553.25,269179.29235490516,0.28081829815391596,552531.0,63.74252004748408,1,3834213.0,3188819.0,66,21184.298507462685,1.6374233114679206,0.5297372246008557,1,3.784189633918261,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
30,12,5,10,1,809193.0,921612.0,1697021.0,1707942.0,1283942.0,420440.21636315907,0.32746044320005036,898749.0,111.06732262884134,1,5135768.0,4271602.0,50,33489.05882352941,2.110670617923514,0.9936051730063591,1,2.5649493574615367,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
22,8,3,11,2,785706.0,513199.0,392124.0,766162.0,614297.75,167351.1809315593,0.2724268173398963,-19544.0,-2.487444413050174,1,2457191.0,2575307.0,33,22534.176470588234,0.9751243147891008,0.5118023188277168,0,2.1972245773362196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
50,210,6,5,2,727615.0,1102228.0,1703056.0,1644899.0,1294449.5,402499.86936178006,0.31094289067420555,917284.0,126.06721961476879,1,5177798.0,5560960.0,30,53061.25806451613,2.260669089189902,1.0353553407501976,1,5.351858133476067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
34,17,6,7,1,280000.0,525000.0,400000.0,680000.0,471250.0,148424.01254514043,0.314958116806664,400000.0,142.85714285714286,0,1885000.0,1885000.0,42,15813.953488372093,2.4285627551330173,0.5882344290670161,1,2.8903717578961645,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,31,5,11,2,972326.0,1239766.0,1106153.0,995292.0,1078384.25,106028.11786591093,0.09832127821406046,22966.0,2.3619650199624407,1,4313537.0,5015134.0,55,17773.071428571428,1.0236185974471552,1.111384285833418,1,3.4657359027997265,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
35,51,5,9,2,615325.0,904945.0,1340972.0,1025924.0,971791.5,260173.68685216806,0.26772583095465236,410599.0,66.72880185267948,1,3887166.0,4850263.0,45,22302.695652173912,1.6672853089256752,1.3070858006189536,1,3.9512437185814275,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
36,19,5,5,0,715077.0,1506009.0,886776.0,1415475.0,1130834.25,336969.94299148925,0.2979834958054103,700398.0,97.94721407624634,1,4523337.0,6645600.0,25,54441.346153846156,1.9794693725719432,0.6264860725296649,1,2.995732273553991,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
23,8,3,11,2,592731.0,926746.0,1244946.0,772018.0,884110.25,239523.89520502437,0.2709208440972428,179287.0,30.24761654106163,1,3536441.0,5374994.0,33,22706.41176470588,1.3024739679990283,1.6125846643670687,1,2.1972245773362196,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
18,9,6,11,0,432257.0,395304.0,359296.0,565061.0,437979.5,77773.3021688677,0.17757292788559212,132804.0,30.723389094913443,1,1751918.0,1492942.0,66,8433.746268656716,1.3072308667508756,0.6358523489457794,1,2.302585092994046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
25,10,6,4,2,519913.0,990350.0,675708.0,781177.0,741787.0,170974.88352532953,0.23049053640105518,261264.0,50.25148438296407,1,2967148.0,1803221.0,24,31247.08,1.5025119539000682,0.8649859571058068,1,2.3978952727983707,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
20,10,5,5,1,401594.0,366013.0,348551.0,541437.0,414398.75,75795.42461248898,0.18290456863706508,139843.0,34.821984392197095,1,1657595.0,1625633.0,25,20824.5,1.3482164867590483,0.6437505309933916,1,2.3978952727983707,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20,3,3,11,1,1030412.0,687459.0,488694.0,441083.0,661912.0,231956.25771575986,0.3504336795763785,-589329.0,-57.193530354848356,1,2647648.0,3081346.0,33,12973.029411764706,0.42806428102129923,1.1079386239355768,0,1.3862943611198906,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
31,65,7,11,1,470000.0,320000.0,475000.0,520000.0,446250.0,75446.58706661289,0.1690679822221017,50000.0,10.638297872340425,0,1785000.0,1785000.0,77,6666.666666666667,1.106380624722075,0.9134597818081119,1,4.189654742026425,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36,113,5,9,1,421056.0,1226585.0,1258423.0,1979634.0,1221424.5,551558.4514457647,0.45156982805385415,1558578.0,370.1593137254902,1,4885698.0,4885698.0,45,43035.52173913043,4.70158197108705,0.6356843559545068,1,4.736198448394496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
51,36,5,9,0,903606.0,659626.0,578768.0,1247297.0,847324.25,260047.5574739888,0.30690441997144396,343691.0,38.035493345551046,1,3389297.0,4251863.0,45,27115.152173913044,1.3803534058501097,0.4640174200551913,1,3.6109179126442243,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,7,4,5,2,691664.0,826632.0,523789.0,382806.0,606222.75,167772.77193182302,0.2767510324081751,-308858.0,-44.654340836012864,1,2424891.0,2690205.0,20,18228.85714285714,0.5534557914597384,1.3682848014795967,0,2.0794415416798357,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
26,43,6,11,0,785086.0,1051811.0,686084.0,996761.0,879935.5,149803.38501933127,0.17024359742200568,211675.0,26.962014352567742,1,3519742.0,3834213.0,66,14877.029850746268,1.269618526354404,0.6883127567062147,1,3.784189633918261,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
32,16,5,9,1,715281.0,1264542.0,1010559.0,3769875.0,1690064.25,1216409.8518096963,0.7197417801185347,3054594.0,427.04811116190695,1,6760257.0,5615480.0,45,81953.80434782608,5.2704737432229525,0.2680616020261674,1,2.833213344056216,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,32,6,6,0,963940.0,582756.0,1032931.0,1505769.0,1021349.0,328045.9160140543,0.32118885514555195,541829.0,56.20982633773887,1,4085396.0,4761421.0,36,40696.45945945946,1.5620966428443235,0.6859819228700267,1,3.4965075614664802,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
51,230,4,4,2,1194650.0,1202283.0,1017168.0,1109271.0,1130843.0,75103.86750694002,0.06641405350427956,-85379.0,-7.146779391453564,1,4523372.0,4590976.0,16,65251.23529411765,0.9285314288440725,0.916968967034235,0,5.442417710521793,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
25,29,3,4,1,1228575.0,549011.0,1242563.0,1088178.0,1027081.75,282540.30361470114,0.2750903748554593,-140397.0,-11.427629570844271,1,4108327.0,3491461.0,12,83706.0,0.885722983356341,1.1418737174674387,0,3.4011973816621555,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,5,6,6,2,1577104.0,1570030.0,1901604.0,1597413.0,1661537.75,138966.28584008245,0.08363715229466345,20309.0,1.2877400602623543,1,6646151.0,5140762.0,36,43173.32432432433,1.012876758364218,1.1904265268740601,1,1.791759469228055,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
34,19,6,8,0,762747.0,495192.0,372497.0,715510.0,586486.5,159562.69869004472,0.2720654246773706,-47237.0,-6.193010264216051,1,2345946.0,2684940.0,48,14602.244897959185,0.9380686675022419,0.5206027580288772,0,2.995732273553991,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
29,25,3,9,2,623768.0,550646.0,760728.0,1250190.0,796333.0,272669.52234710794,0.34240640830796654,626422.0,100.42547870362057,1,3185332.0,2131480.0,27,44649.642857142855,2.0042515738999533,0.6084894228161937,1,3.258096538021482,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24,48,5,10,1,869289.0,1097436.0,1198848.0,707124.0,968174.25,192252.76632908953,0.19857248458021842,-162165.0,-18.654900729216635,1,3872697.0,2866117.0,50,13865.176470588236,0.8134500569430224,1.6953834187732013,0,3.8918202981106265,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
29,24,7,8,1,545000.0,760000.0,880000.0,1150000.0,833750.0,218499.8569793582,0.26206879397824073,605000.0,111.0091743119266,0,3335000.0,3335000.0,56,20175.43859649123,2.110087871398401,0.7652167258984992,1,3.2188758248682006,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
33,16,4,3,1,525000.0,570000.0,590000.0,530000.0,553750.0,27243.11839712921,0.049197505006102406,5000.0,0.9523809523809524,0,2215000.0,2215000.0,12,40769.230769230766,1.0095218866249778,1.113205446782176,1,2.833213344056216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
21,21,4,8,1,980000.0,1030000.0,1000000.0,1015000.0,1006250.0,18498.31073368593,0.018383414393725147,35000.0,3.571428571428571,0,4025000.0,4025000.0,32,30757.575757575756,1.0357132288640523,0.985220704216055,1,3.091042453358316,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
18,9,6,11,0,546492.0,798476.0,698151.0,950169.0,748322.0,147063.0079812731,0.19652369966574965,403677.0,73.86695505149207,1,2993288.0,1653206.0,66,14181.626865671642,1.738666369011131,0.7347643053348348,1,2.302585092994046,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22,7,3,11,2,768844.0,1332554.0,642900.0,1022230.0,941632.0,263824.0646984274,0.2801774628500597,253386.0,32.95675065422895,1,3766528.0,2710248.0,33,30065.58823529412,1.3295657772372844,0.6289185125475553,1,2.0794415416798357,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
22,12,4,9,2,749566.0,430493.0,496364.0,667689.0,586028.0,128105.39165663559,0.21859943834874032,-81877.0,-10.923254256463073,1,2344112.0,4343216.0,36,18045.64864864865,0.890766269059337,0.7434048735191481,0,2.5649493574615367,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
28,14,4,5,1,850000.0,850000.0,850000.0,370000.0,730000.0,207846.0969082653,0.28472068069625384,-480000.0,-56.470588235294116,0,2920000.0,2920000.0,20,17619.04761904762,0.43529360553693464,2.297291088402464,0,2.70805020110221,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23,9,6,9,0,752652.0,1196038.0,1604340.0,1086349.0,1159844.75,304176.56859904167,0.26225627921240463,333697.0,44.33616066920702,1,4639379.0,4603010.0,54,19751.8,1.443359688993467,1.4768168638100059,1,2.302585092994046,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
28,59,5,9,2,1068942.0,1503422.0,1529552.0,1365811.0,1366931.75,182944.03600606252,0.13383553056402597,296869.0,27.77222711802885,1,5467727.0,3060623.0,45,29691.543478260868,1.2777210758665336,1.1198847279127728,1,4.0943445622221,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
43,216,3,5,1,1025581.0,1560116.0,1969892.0,1420490.0,1494019.75,337514.6660593988,0.2259104446640674,394909.0,38.50588105668884,1,5976079.0,6326538.0,15,88780.625,1.3850574600568262,1.3867683779763476,1,5.37989735354046,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
33,58,6,6,1,604813.0,926949.0,856850.0,1163590.0,888050.5,199143.203479933,0.22424761145895758,558777.0,92.38839112254531,1,3552202.0,3552202.0,36,31448.37837837838,1.9238807302741008,0.7363841762268701,1,4.07753744390572,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
21,9,4,11,0,248066.0,352577.0,513161.0,462937.0,394185.25,102425.72175087417,0.259841589077405,214871.0,86.61848056565591,1,1576741.0,1525830.0,44,10287.488888888889,1.8661772827502248,1.1084875296475987,1,2.302585092994046,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
25,10,6,4,2,600726.0,859993.0,947637.0,1170479.0,894708.75,204010.8275489012,0.2280192605123189,569753.0,94.84407200620582,1,3578835.0,2852765.0,24,46819.16,1.948437476590864,0.8096140045109699,1,2.3978952727983707,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,54,6,5,1,455273.0,481432.0,616173.0,500620.0,513374.5,61494.545451202415,0.11978496292901657,45347.0,9.960397387940862,1,2053498.0,2036793.0,30,16149.032258064517,1.0996015586218408,1.2308173248824958,1,4.007333185232471,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
51,230,4,4,2,1467556.0,1433274.0,880200.0,1953281.0,1433577.75,379958.226648914,0.2650419390569601,485725.0,33.09754448893262,1,5734311.0,5072882.0,16,114898.88235294117,1.3309745379566178,0.45062617686539885,1,5.442417710521793,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32,26,3,4,2,443251.0,458661.0,444499.0,763874.0,527571.25,136563.64403891505,0.2588534610991692,320623.0,72.33441097707619,1,2110285.0,2286325.0,12,58759.53846153846,1.72334022181513,0.5819001800032728,1,3.295836866004329,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
31,39,5,7,2,1017524.0,1412750.0,1005518.0,1594001.0,1257448.25,254174.58748306744,0.20213522702271638,576477.0,56.65487988489707,1,5029793.0,4064054.0,35,44277.805555555555,1.5665472592810987,0.6308135121536861,1,3.6888794541139363,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
24,59,3,4,1,1323625.0,1075163.0,988439.0,1177893.0,1141280.0,124821.91290394487,0.10937010453521036,-145732.0,-11.010067050713005,1,4565120.0,2780502.0,12,90607.15384615384,0.8898986571735521,0.8391578529137597,0,4.0943445622221,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
20,78,4,5,1,350000.0,310000.0,340000.0,210000.0,302500.0,55396.299515400846,0.18312826286082926,-140000.0,-40.0,0,1210000.0,1210000.0,20,10000.0,0.5999982857191837,1.619039909333765,0,4.3694478524670215,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
27,4,6,6,1,480000.0,490000.0,350000.0,450000.0,442500.0,55396.299515400846,0.1251893774359341,-30000.0,-6.25,0,1770000.0,1770000.0,36,12162.162162162162,0.937498046879069,0.7777760493865569,0,1.6094379124341003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
21,3,3,10,2,516533.0,359748.0,500432.0,475272.0,462996.25,61397.30072395284,0.13260863500288142,-41261.0,-7.988066590130736,1,1851985.0,2270756.0,30,15331.354838709678,0.9201175527651616,1.0529358915823117,0,1.3862943611198906,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
23,3,6,5,0,692564.0,489126.0,622711.0,732716.0,634279.25,92588.06109152248,0.14597365606950327,40152.0,5.79758693781369,1,2537117.0,2307732.0,30,23636.0,1.0579743417585352,0.8498656370740681,1,1.3862943611198906,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
26,16,3,4,1,400000.0,425000.0,350000.0,410000.0,396250.0,28145.825622994256,0.07103047475834513,10000.0,2.5,0,1585000.0,1585000.0,12,31538.46153846154,1.0249974375064062,0.8536564544964524,1,2.833213344056216,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
23,7,4,11,2,605051.0,483022.0,878191.0,1008140.0,743601.0,209280.23578565655,0.2814415738892989,403089.0,66.6206650348483,1,2974404.0,2924895.0,44,22403.11111111111,1.6662038965245962,0.8710993799478446,1,2.0794415416798357,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,4,5,6,2,964411.0,853806.0,435152.0,233934.0,621825.75,298532.4892556713,0.4800902652482167,-730477.0,-75.7433293481721,1,2487303.0,1832086.0,30,7546.258064516129,0.24256645500055993,1.8601406373565306,0,1.6094379124341003,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21,2,6,4,1,1085401.0,862719.0,771262.0,2263303.0,1245671.25,598535.1898403197,0.4804920960007062,1177902.0,108.52228807601982,1,4982685.0,5506856.0,24,90532.12,2.0852209596075926,0.3407681866863665,1,1.0986122886681096,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
26,36,6,8,1,525000.0,540000.0,400000.0,525000.0,497500.0,56623.758264530625,0.11381659952669472,0.0,0.0,0,1990000.0,1990000.0,48,10714.285714285714,0.9999980952417233,0.7619033106603607,0,3.6109179126442243,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
31,27,5,11,1,827215.0,692285.0,1472466.0,1189353.0,1045329.75,306350.5803302607,0.2930659730389006,362138.0,43.77797791384344,1,4181319.0,4181319.0,55,21238.446428571428,1.4377780410436936,1.23803846457825,1,3.332204510175204,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
