respondent_id,dataset_type,target_week_index,target_date,next_week_income,next_week_direction,lag_1_income,lag_2_income,lag_3_income,lag_4_income,rolling_mean_4w,rolling_std_4w,rolling_min_4w,rolling_max_4w,rolling_range_4w,income_trend_4w_abs,income_trend_4w_pct,last_income_change_abs,last_income_change_pct,previous_direction,is_previous_week_up,is_previous_week_down,is_previous_week_stable,lag_ratio_1_to_mean,volatility_ratio,is_income_above_recent_avg,income_momentum,income_momentum_pct,rolling_cv,rolling_median_income,rolling_last_vs_median_pct,rolling_cv_4w,rolling_median_4w,trend_slope_4w,target_month,target_week_of_month,target_quarter,target_is_month_start,target_is_month_end,target_is_payday_period,target_is_weekend,target_is_ramadan_lebaran,target_is_harbolnas,target_is_christmas_year_end,target_is_new_year,seasonal_event_type,usia,gig_type,domisili_code,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,pref_awal_bulan,pref_payday,pref_weekend,pref_ramadan_lebaran,pref_harbolnas,pref_promo_aplikasi,gig_jualan_online,gig_pekerja_harian,gig_freelance_desain,gig_ojek_online,gig_kurir,gig_freelance_it,gig_tutor,gig_content_creator
R0000,synthetic_52w,15,2026-04-09,469813.0,Stable,472025.0,476561.0,474427.0,502911.0,481481.0,12476.238936474405,472025.0,502911.0,30886.0,-4536.0,-0.009518193893331599,-4536.0,-0.009518193893331599,Stable,0,0,1,0.9803605957452112,0.02591221447258439,0,-4536.0,-0.009518193893331599,0.02591221447258439,475494.0,-0.0072955705014153705,0.02591221447258439,475494.0,-9052.400000000001,4,2,2,0,0,0,0,1,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,16,2026-04-16,441310.0,Stable,469813.0,472025.0,476561.0,474427.0,473206.5,2532.4925962379434,469813.0,476561.0,6748.0,-2212.0,-0.004686192468619247,-2212.0,-0.004686192468619247,Stable,0,0,1,0.9928287122006989,0.005351770519293255,0,-2212.0,-0.004686192468619247,0.005351770519293255,473226.0,-0.007212198822549902,0.005351770519293255,473226.0,-1837.799999999995,4,3,2,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,17,2026-04-23,451240.0,Stable,441310.0,469813.0,472025.0,476561.0,464927.25,13850.697137238256,441310.0,476561.0,35251.0,-28503.0,-0.06066881929618806,-28503.0,-0.06066881929618806,Stable,0,0,1,0.9492022676666081,0.02979110632306077,0,-28503.0,-0.06066881929618806,0.02979110632306077,470919.0,-0.06287493178232349,0.02979110632306077,470919.0,-10796.500000000005,4,4,2,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,18,2026-04-30,480819.0,Stable,451240.0,441310.0,469813.0,472025.0,458597.0,12836.234436157669,441310.0,472025.0,30715.0,9930.0,0.022501189639935647,9930.0,0.022501189639935647,Stable,0,0,1,0.983957592395938,0.02799022766428404,0,9930.0,0.022501189639935647,0.02799022766428404,460526.5,-0.020164963362586084,0.02799022766428404,460526.5,-9085.799999999952,4,5,2,0,1,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,19,2026-05-07,537012.0,Up,480819.0,451240.0,441310.0,469813.0,460795.5,15437.35849327857,441310.0,480819.0,39509.0,29579.0,0.06555048311319918,29579.0,0.06555048311319918,Stable,0,0,1,1.0434542003990925,0.03350153917145148,1,29579.0,0.06555048311319918,0.03350153917145148,460526.5,0.04406369666023562,0.03350153917145148,460526.5,4294.800000000022,5,1,2,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,20,2026-05-14,532737.0,Stable,537012.0,480819.0,451240.0,441310.0,477595.25,37255.74222435382,441310.0,537012.0,95702.0,56193.0,0.1168693416857487,56193.0,0.1168693416857487,Up,1,0,0,1.1244081677948012,0.07800693625900554,1,56193.0,0.1168693416857487,0.07800693625900554,466029.5,0.1523133192212081,0.07800693625900554,466029.5,31668.50000000003,5,2,2,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,21,2026-05-21,524832.0,Stable,532737.0,537012.0,480819.0,451240.0,500452.0,36007.743812963345,451240.0,537012.0,85772.0,-4275.0,-0.007960715961654489,-4275.0,-0.007960715961654489,Stable,0,0,1,1.0645116814399782,0.07195044442416725,1,-4275.0,-0.007960715961654489,0.07195044442416725,506778.0,0.05122361270615536,0.07195044442416725,506778.0,30068.39999999991,5,3,2,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,22,2026-05-28,507678.0,Stable,524832.0,532737.0,537012.0,480819.0,518850.0,22387.766179322134,480819.0,537012.0,56193.0,-7905.0,-0.01483846626008706,-7905.0,-0.01483846626008706,Stable,0,0,1,1.0115293437409656,0.0431488217776277,1,-7905.0,-0.01483846626008706,0.0431488217776277,528784.5,-0.007474689594721479,0.0431488217776277,528784.5,12776.400000000016,5,4,2,0,1,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,23,2026-06-04,494930.0,Stable,507678.0,524832.0,532737.0,537012.0,525564.75,11213.311851879444,507678.0,537012.0,29334.0,-17154.0,-0.03268474483263216,-17154.0,-0.03268474483263216,Stable,0,0,1,0.9659666102035953,0.021335738083422536,0,-17154.0,-0.03268474483263216,0.021335738083422536,528784.5,-0.039915126105247035,0.021335738083422536,528784.5,-9590.700000000032,6,1,2,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,24,2026-06-11,515808.0,Stable,494930.0,507678.0,524832.0,532737.0,515044.25,14728.18848967856,494930.0,532737.0,37807.0,-12748.0,-0.025110404626554627,-12748.0,-0.025110404626554627,Stable,0,0,1,0.9609465594461059,0.028595967219668134,0,-12748.0,-0.025110404626554627,0.028595967219668134,516255.0,-0.041307105984445674,0.028595967219668134,516255.0,-13057.500000000044,6,2,2,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,25,2026-06-18,517009.0,Stable,515808.0,494930.0,507678.0,524832.0,510812.0,10995.229601968302,494930.0,524832.0,29902.0,20878.0,0.04218374315559776,20878.0,0.04218374315559776,Stable,0,0,1,1.0097805063310963,0.0215250025488209,1,20878.0,0.04218374315559776,0.0215250025488209,511743.0,0.007943440359711808,0.0215250025488209,511743.0,-3981.9999999999823,6,3,2,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,26,2026-06-25,500330.0,Stable,517009.0,515808.0,494930.0,507678.0,508856.25,8805.15293379394,494930.0,517009.0,22079.0,1201.0,0.0023283857559401946,1201.0,0.0023283857559401946,Stable,0,0,1,1.0160217153665696,0.017303812095840306,1,1201.0,0.0023283857559401946,0.017303812095840306,511743.0,0.010290321509038717,0.017303812095840306,511743.0,4887.099999999995,6,4,2,0,1,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,27,2026-07-02,482215.0,Stable,500330.0,517009.0,515808.0,494930.0,507019.25,9590.793277278997,494930.0,517009.0,22079.0,-16679.0,-0.03226056026103994,-16679.0,-0.03226056026103994,Stable,0,0,1,0.9868067139462654,0.01891603381386209,0,-16679.0,-0.03226056026103994,0.01891603381386209,508069.0,-0.0152321830302577,0.01891603381386209,508069.0,1740.0999999999617,7,1,3,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,28,2026-07-09,486641.0,Stable,482215.0,500330.0,517009.0,515808.0,503840.5,14112.196046328154,482215.0,517009.0,34794.0,-18115.0,-0.03620610397137889,-18115.0,-0.03620610397137889,Stable,0,0,1,0.9570786786691423,0.02800925302020809,0,-18115.0,-0.03620610397137889,0.02800925302020809,508069.0,-0.05088678899913201,0.02800925302020809,508069.0,-11745.799999999974,7,2,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,29,2026-07-16,482511.0,Stable,486641.0,482215.0,500330.0,517009.0,496548.75,13569.631357833565,482215.0,517009.0,34794.0,4426.0,0.0091784784795164,4426.0,0.0091784784795164,Stable,0,0,1,0.9800467728495943,0.027327893500554708,0,4426.0,0.0091784784795164,0.027327893500554708,493485.5,-0.013869708431149446,0.027327893500554708,493485.5,-10921.900000000007,7,3,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,30,2026-07-23,489778.0,Stable,482511.0,486641.0,482215.0,500330.0,487924.25,7373.062029272506,482215.0,500330.0,18115.0,-4130.0,-0.008486748958677957,-4130.0,-0.008486748958677957,Stable,0,0,1,0.9889055524499961,0.015111079290017879,0,-4130.0,-0.008486748958677957,0.015111079290017879,484576.0,-0.004261457439080764,0.015111079290017879,484576.0,-4903.099999999984,7,4,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,31,2026-07-30,490282.0,Stable,489778.0,482511.0,486641.0,482215.0,485286.25,3128.3284174619516,482215.0,489778.0,7563.0,7267.0,0.015060796541425999,7267.0,0.015060796541425999,Stable,0,0,1,1.0092558773301326,0.006446357005709417,1,7267.0,0.015060796541425999,0.006446357005709417,484576.0,0.010735158158885294,0.006446357005709417,484576.0,1855.9000000000315,7,5,3,0,1,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,32,2026-08-06,502270.0,Stable,490282.0,489778.0,482511.0,486641.0,487303.0,3098.450177104676,482511.0,490282.0,7771.0,504.0,0.0010290376456272025,504.0,0.0010290376456272025,Stable,0,0,1,1.0061132396065693,0.006358364666551768,1,504.0,0.0010290376456272025,0.006358364666551768,488209.5,0.00424510379253169,0.006358364666551768,488209.5,1819.0000000000637,8,1,3,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,33,2026-08-13,478886.0,Stable,502270.0,490282.0,489778.0,482511.0,491210.25,7087.10111311388,482511.0,502270.0,19759.0,11988.0,0.024451234187671585,11988.0,0.024451234187671585,Stable,0,0,1,1.022515307854427,0.014427836375796067,1,11988.0,0.024451234187671585,0.014427836375796067,490030.0,0.0249780625675979,0.014427836375796067,490030.0,5978.100000000054,8,2,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,34,2026-08-20,508103.0,Stable,478886.0,502270.0,490282.0,489778.0,490304.0,8273.950688758061,478886.0,502270.0,23384.0,-23384.0,-0.046556632886694406,-23384.0,-0.046556632886694406,Stable,0,0,1,0.9767124069964757,0.016875144173325245,0,-23384.0,-0.046556632886694406,0.016875144173325245,490030.0,-0.022741464808277045,0.016875144173325245,490030.0,-2068.8000000000393,8,3,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,35,2026-08-27,558870.0,Stable,508103.0,478886.0,502270.0,490282.0,494885.25,11251.770513456982,478886.0,508103.0,29217.0,29217.0,0.061010344841987446,29217.0,0.061010344841987446,Stable,0,0,1,1.0267087168186968,0.022736120168174303,1,29217.0,0.061010344841987446,0.022736120168174303,496276.0,0.023831496989578378,0.022736120168174303,496276.0,3007.899999999982,8,4,3,0,1,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,36,2026-09-03,562008.0,Stable,558870.0,508103.0,478886.0,502270.0,512032.25,29168.43004324196,478886.0,558870.0,79984.0,50767.0,0.09991478105817128,50767.0,0.09991478105817128,Stable,0,0,1,1.0914742186649375,0.05696600173766781,1,50767.0,0.09991478105817128,0.05696600173766781,505186.5,0.10626471609989578,0.05696600173766781,505186.5,19901.700000000004,9,1,3,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,37,2026-09-10,545675.0,Stable,562008.0,558870.0,508103.0,478886.0,526966.75,35047.489734466006,478886.0,562008.0,83122.0,3138.0,0.005614901497664931,3138.0,0.005614901497664931,Stable,0,0,1,1.0664961309228713,0.0665079717732969,1,3138.0,0.005614901497664931,0.0665079717732969,533486.5,0.0534624587501277,0.0665079717732969,533486.5,30013.300000000007,9,2,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,38,2026-09-17,547554.0,Stable,545675.0,562008.0,558870.0,508103.0,543664.0,21426.348347303607,508103.0,562008.0,53905.0,-16333.0,-0.029061863888058533,-16333.0,-0.029061863888058533,Stable,0,0,1,1.0036989758380177,0.03941101185162822,1,-16333.0,-0.029061863888058533,0.03941101185162822,552272.5,-0.011946095451068088,0.03941101185162822,552272.5,11585.400000000034,9,3,3,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,39,2026-09-24,513146.0,Stable,547554.0,545675.0,562008.0,558870.0,553526.75,7032.169699850822,545675.0,562008.0,16333.0,1879.0,0.003443441609016356,1879.0,0.003443441609016356,Stable,0,0,1,0.9892096452429806,0.01270429965643182,0,1879.0,0.003443441609016356,0.01270429965643182,553212.0,-0.010227543871065704,0.01270429965643182,553212.0,-5028.099999999976,9,4,3,0,1,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,40,2026-10-01,479960.0,Stable,513146.0,547554.0,545675.0,562008.0,542095.75,17868.892304435103,513146.0,562008.0,48862.0,-34408.0,-0.06283946423549093,-34408.0,-0.06283946423549093,Stable,0,0,1,0.9465966113919911,0.03296261279383781,0,-34408.0,-0.06283946423549093,0.03296261279383781,546614.5,-0.06122870871519142,0.03296261279383781,546614.5,-14470.700000000024,10,1,4,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,41,2026-10-08,502803.0,Stable,479960.0,513146.0,547554.0,545675.0,521583.75,27652.189790096192,479960.0,547554.0,67594.0,-33186.0,-0.06467165290190316,-33186.0,-0.06467165290190316,Stable,0,0,1,0.92019737961545,0.053015819204674595,0,-33186.0,-0.06467165290190316,0.053015819204674595,529410.5,-0.09340672313828305,0.053015819204674595,529410.5,-23155.299999999952,10,2,4,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,42,2026-10-15,492932.0,Stable,502803.0,479960.0,513146.0,547554.0,510865.75,24348.514065287432,479960.0,547554.0,67594.0,22843.0,0.047593549462455205,22843.0,0.047593549462455205,Stable,0,0,1,0.9842174778794625,0.04766127708754684,0,22843.0,0.047593549462455205,0.04766127708754684,507974.5,-0.010180629145754364,0.04766127708754684,507974.5,-16743.9,10,3,4,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,43,2026-10-22,471279.0,Stable,492932.0,502803.0,479960.0,513146.0,497210.25,12258.685989432146,479960.0,513146.0,33186.0,-9871.0,-0.019631943325716036,-9871.0,-0.019631943325716036,Stable,0,0,1,0.9913954911428314,0.024654934184144727,0,-9871.0,-0.019631943325716036,0.024654934184144727,497867.5,-0.00991328013979623,0.024654934184144727,497867.5,-3779.899999999998,10,4,4,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,44,2026-10-29,465988.0,Stable,471279.0,492932.0,502803.0,479960.0,486743.5,12055.825407246075,471279.0,502803.0,31524.0,-21653.0,-0.04392695138477518,-21653.0,-0.04392695138477518,Stable,0,0,1,0.9682286460938873,0.024768333644406296,0,-21653.0,-0.04392695138477518,0.024768333644406296,486446.0,-0.03117920591391439,0.024768333644406296,486446.0,-3591.400000000027,10,5,4,0,1,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,45,2026-11-05,457839.0,Stable,465988.0,471279.0,492932.0,502803.0,483250.5,15143.830567264016,465988.0,502803.0,36815.0,-5291.0,-0.011226895321030642,-5291.0,-0.011226895321030642,Stable,0,0,1,0.9642783608087317,0.03133743383041304,0,-5291.0,-0.011226895321030642,0.03133743383041304,482105.5,-0.03343147920942615,0.03133743383041304,482105.5,-13209.799999999963,11,1,4,1,0,1,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,46,2026-11-12,476378.0,Stable,457839.0,465988.0,471279.0,492932.0,472009.5,12993.711642560027,457839.0,492932.0,35093.0,-8149.0,-0.01748757478733358,-8149.0,-0.01748757478733358,Stable,0,0,1,0.9699783584864288,0.027528496020864043,0,-8149.0,-0.01748757478733358,0.027528496020864043,468633.5,-0.02303399138132464,0.027528496020864043,468633.5,-11056.999999999985,11,2,4,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R0000,synthetic_52w,47,2026-11-19,496865.0,Stable,476378.0,457839.0,465988.0,471279.0,467871.0,6858.757649895497,457839.0,476378.0,18539.0,18539.0,0.04049240016687089,18539.0,0.04049240016687089,Stable,0,0,1,1.0181823622323247,0.014659505825100288,1,18539.0,0.04049240016687089,0.014659505825100288,468633.5,0.016525707189093394,0.014659505825100288,468633.5,714.7999999999843,11,3,4,0,0,0,0,0,0,0,0,normal,34,ojek_online,jawa_barat_lainnya,3.1354942159291497,5,9,45,518297.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
