respondent_id,synthetic_user_id,dataset_type,week_index,week_start_date,year,month,week_of_month,quarter,is_month_start,is_month_end,is_payday_period,is_weekend,is_ramadan_lebaran_period,is_harbolnas_period,is_christmas_year_end,is_new_year,seasonal_event_type,gig_type,domisili_code,usia,experience_months_log,hari_kerja_per_minggu,jam_kerja_per_hari,total_jam_seminggu,bps_jasa_weekly,pref_awal_bulan,pref_payday,pref_weekend,pref_ramadan_lebaran,pref_natal_tahun_baru,pref_harbolnas,pref_promo_aplikasi,synthetic_weekly_income,is_synthetic,synthetic_generation_note
R0000,SYN_R0000,synthetic_52w,11,2026-03-12,2026,3,2,1,0,0,0,0,1,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,182496.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,12,2026-03-19,2026,3,3,1,0,0,0,0,1,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,178837.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,13,2026-03-26,2026,3,4,1,0,1,1,0,1,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,193262.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,14,2026-04-02,2026,4,1,2,1,0,1,0,1,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,192947.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,15,2026-04-09,2026,4,2,2,0,0,0,0,1,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,202466.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,16,2026-04-16,2026,4,3,2,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,197613.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,17,2026-04-23,2026,4,4,2,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,193072.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,18,2026-04-30,2026,4,5,2,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,191160.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,19,2026-05-07,2026,5,1,2,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,188810.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,20,2026-05-14,2026,5,2,2,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,191557.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,21,2026-05-21,2026,5,3,2,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,189996.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,22,2026-05-28,2026,5,4,2,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,190274.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,23,2026-06-04,2026,6,1,2,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,188938.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,24,2026-06-11,2026,6,2,2,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,186781.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,25,2026-06-18,2026,6,3,2,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,184238.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,26,2026-06-25,2026,6,4,2,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,193180.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,27,2026-07-02,2026,7,1,3,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,208929.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,28,2026-07-09,2026,7,2,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,205890.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,29,2026-07-16,2026,7,3,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,198943.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,30,2026-07-23,2026,7,4,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,197809.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,31,2026-07-30,2026,7,5,3,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,201086.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,32,2026-08-06,2026,8,1,3,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,198858.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,33,2026-08-13,2026,8,2,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,197203.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,34,2026-08-20,2026,8,3,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,189438.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,35,2026-08-27,2026,8,4,3,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,194370.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,36,2026-09-03,2026,9,1,3,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,185453.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,37,2026-09-10,2026,9,2,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,187512.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,38,2026-09-17,2026,9,3,3,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,190410.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,39,2026-09-24,2026,9,4,3,0,1,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,192327.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,40,2026-10-01,2026,10,1,4,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,196536.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,41,2026-10-08,2026,10,2,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,187469.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,42,2026-10-15,2026,10,3,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,184278.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,43,2026-10-22,2026,10,4,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,185470.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,44,2026-10-29,2026,10,5,4,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,194848.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,45,2026-11-05,2026,11,1,4,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,188616.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,46,2026-11-12,2026,11,2,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,180501.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,47,2026-11-19,2026,11,3,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,185469.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,48,2026-11-26,2026,11,4,4,0,1,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,200348.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,49,2026-12-03,2026,12,1,4,1,0,1,0,0,0,0,0,payday,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,202293.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,50,2026-12-10,2026,12,2,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,192201.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,51,2026-12-17,2026,12,3,4,0,0,0,0,0,0,0,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,190773.0,1,"AR1: base=213333, cv=0.159"
R0000,SYN_R0000,synthetic_52w,52,2026-12-24,2026,12,4,4,0,1,0,0,0,0,1,0,normal,freelance_it,jawa_tengah,21,1.6094379124341003,2,4,8,442180.75,1,1,1,0,0,0,0,195845.0,1,"AR1: base=213333, cv=0.159"
R0001,SYN_R0001,synthetic_52w,1,2026-01-01,2026,1,1,1,1,0,1,0,0,0,0,1,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,239949.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,2,2026-01-08,2026,1,2,1,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,214173.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,3,2026-01-15,2026,1,3,1,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,199886.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,4,2026-01-22,2026,1,4,1,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,192203.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,5,2026-01-29,2026,1,5,1,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180865.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,6,2026-02-05,2026,2,1,1,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,185053.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,7,2026-02-12,2026,2,2,1,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,187145.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,8,2026-02-19,2026,2,3,1,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,184379.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,9,2026-02-26,2026,2,4,1,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180008.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,10,2026-03-05,2026,3,1,1,1,0,1,0,1,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,172685.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,11,2026-03-12,2026,3,2,1,0,0,0,0,1,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,171254.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,12,2026-03-19,2026,3,3,1,0,0,0,0,1,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,177530.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,13,2026-03-26,2026,3,4,1,0,1,1,0,1,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,177150.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,14,2026-04-02,2026,4,1,2,1,0,1,0,1,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,175917.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,15,2026-04-09,2026,4,2,2,0,0,0,0,1,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,179489.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,16,2026-04-16,2026,4,3,2,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,184909.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,17,2026-04-23,2026,4,4,2,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,184229.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,18,2026-04-30,2026,4,5,2,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,184078.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,19,2026-05-07,2026,5,1,2,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,188956.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,20,2026-05-14,2026,5,2,2,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,186540.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,21,2026-05-21,2026,5,3,2,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,182718.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,22,2026-05-28,2026,5,4,2,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,184859.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,23,2026-06-04,2026,6,1,2,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,181914.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,24,2026-06-11,2026,6,2,2,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,179499.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,25,2026-06-18,2026,6,3,2,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,185645.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,26,2026-06-25,2026,6,4,2,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,182322.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,27,2026-07-02,2026,7,1,3,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,169105.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,28,2026-07-09,2026,7,2,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,174600.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,29,2026-07-16,2026,7,3,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,174719.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,30,2026-07-23,2026,7,4,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,175316.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,31,2026-07-30,2026,7,5,3,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,179204.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,32,2026-08-06,2026,8,1,3,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,178850.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,33,2026-08-13,2026,8,2,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180427.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,34,2026-08-20,2026,8,3,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,170985.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,35,2026-08-27,2026,8,4,3,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,169928.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,36,2026-09-03,2026,9,1,3,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180264.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,37,2026-09-10,2026,9,2,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180334.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,38,2026-09-17,2026,9,3,3,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,172644.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,39,2026-09-24,2026,9,4,3,0,1,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,170483.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,40,2026-10-01,2026,10,1,4,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,169473.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,41,2026-10-08,2026,10,2,4,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,173971.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,42,2026-10-15,2026,10,3,4,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,174407.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,43,2026-10-22,2026,10,4,4,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,173650.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,44,2026-10-29,2026,10,5,4,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,176287.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,45,2026-11-05,2026,11,1,4,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180242.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,46,2026-11-12,2026,11,2,4,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,179381.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,47,2026-11-19,2026,11,3,4,0,0,0,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,177362.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,48,2026-11-26,2026,11,4,4,0,1,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,176789.0,1,"AR1: base=208333, cv=0.108"
R0001,SYN_R0001,synthetic_52w,49,2026-12-03,2026,12,1,4,1,0,1,0,0,0,0,0,normal,freelance_desain,jabodetabek,31,1.791759469228055,5,4,20,739240.8333333334,1,0,0,0,0,0,0,180006.0,1,"AR1: base=208333, cv=0.108"
